id,source,target,relation,sourceName,targetName,sourceType,targetType,confidence,evidence,patternName,sourceFile,sectionTitle,domain,method
edge:176:JVM:双亲委派模型:is_a:类加载,JVM:双亲委派模型,JVM:类加载,is_a,双亲委派模型,类加载,领域实体,领域实体,0.818,"再来谈谈双亲委派模型,简单说就是当类加载器(Class-Loader)试图加载某个类型的时候,除非父加载器找不到相应类型,否则尽量将这个任务代理给当前加载器的父加载器去做",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:180:JVM:可达性分析:is_a:标记-清除算法,JVM:可达性分析,JVM:标记-清除算法,is_a,可达性分析,标记-清除算法,垃圾回收核心概念实体,垃圾回收算法实体,0.71,"标记-清除算法:标记-清除算法分为“标记”和“清除”两个阶段,首先通过可达性分析,标记出所有需要回收的对象,然后统一回收所有被标记的对象",上位包含关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:181:JVM:启动类加载器:is_a:Extension ClassLoader,JVM:启动类加载器,JVM:Extension ClassLoader,is_a,启动类加载器,Extension ClassLoader,领域实体,类加载器实体,0.68,"具体来说,Java 的类加载器有一套默认的层级结构:最顶层是Bootstrap ClassLoader(启动类加载器,负责加载 JDK 核心类,如java.lang.String),往下是Extension ClassLoader(扩展类加载器,加载 JDK 扩展目录的类),再往下是AppClassLoader(应用类加载器,加载我们自己写的类和第三方 jar 包),我们也可以自定义类加载器,放在最下层",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:182:JVM:启动类加载器:is_a:类加载,JVM:启动类加载器,JVM:类加载,is_a,启动类加载器,类加载,领域实体,领域实体,0.674,"启动类加载器(Bootstrap Class Loader):这是最顶层的类加载器,负责加载Java的核心库(如位于jre/lib/rt.jar中的类),它是用C++编写的,是JVM的一部分",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:185:JVM:垃圾回收:is_a:System.gc,JVM:垃圾回收,JVM:System.gc,is_a,垃圾回收,System.gc,领域实体,领域实体,0.77,"手动请求:虽然垃圾回收是自动的,开发者可以通过调用 System.gc()或 Runtime.getRuntime().gc()建议 JVM 进行垃圾回收",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:186:JVM:垃圾回收:is_a:使用,JVM:垃圾回收,JVM:使用,is_a,垃圾回收,使用,领域实体,类加载过程实体,0.778,"垃圾回收机制的主要目标是自动检测和回收不再使用的对象,从而释放它们所占用的内存空间",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:187:JVM:垃圾回收:is_a:内存泄漏,JVM:垃圾回收,JVM:内存泄漏,is_a,垃圾回收,内存泄漏,领域实体,领域实体,0.662,"Java 的 GC(垃圾回收)简单说就是 「自动识别并回收不再使用的对象,释放内存空间」,避免内存泄漏",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:188:JVM:垃圾回收:is_a:常量,JVM:垃圾回收,JVM:常量,is_a,垃圾回收,常量,领域实体,方法区与元数据相关实体,0.766,"虽然方法区中的垃圾回收与堆有所不同,但是同样存在对不再需要的常量、无用的类信息等进行清理的过程",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:189:JVM:垃圾回收:is_a:类信息,JVM:垃圾回收,JVM:类信息,is_a,垃圾回收,类信息,领域实体,方法区与元数据相关实体,0.73,"虽然方法区中的垃圾回收与堆有所不同,但是同样存在对不再需要的常量、无用的类信息等进行清理的过程",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:191:JVM:堆溢出:is_a:使用,JVM:堆溢出,JVM:使用,is_a,堆溢出,使用,内存区域实体,类加载过程实体,0.742,堆溢出通常是由于创建了太多的大对象或未能及时回收不再使用的对象,上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:192:JVM:堆溢出:is_a:大对象,JVM:堆溢出,JVM:大对象,is_a,堆溢出,大对象,内存区域实体,对象与字符串相关实体,0.814,堆溢出通常是由于创建了太多的大对象或未能及时回收不再使用的对象,上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:195:JVM:复制算法:is_a:CMS,JVM:复制算法,JVM:CMS,is_a,复制算法,CMS,垃圾回收算法实体,垃圾回收器实体,0.778,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:196:JVM:复制算法:is_a:G1,JVM:复制算法,JVM:G1,is_a,复制算法,G1,垃圾回收算法实体,垃圾回收器实体,0.682,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:197:JVM:复制算法:is_a:Serial,JVM:复制算法,JVM:Serial,is_a,复制算法,Serial,垃圾回收算法实体,垃圾回收器实体,0.784,"ParNew收集器(复制算法):新生代收并行集器,实际上是Serial收集器的多线程版本,在多核CPU环境下有着比Serial更好的表现",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:198:JVM:复制算法:is_a:使用,JVM:复制算法,JVM:使用,is_a,复制算法,使用,垃圾回收算法实体,类加载过程实体,0.754,"复制算法的原理是,将内存分成两块,每次申请内存时都使用其中的一块,当内存不够时,将这一块内存中所有存活的复制到另一块上",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:199:JVM:复制算法:is_a:垃圾回收,JVM:复制算法,JVM:垃圾回收,is_a,复制算法,垃圾回收,垃圾回收算法实体,领域实体,0.724,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:200:JVM:复制阶段:is_a:G1,JVM:复制阶段,JVM:G1,is_a,复制阶段,G1,垃圾回收算法实体,垃圾回收器实体,0.704,G1的混合回收过程可以分为标记阶段、清理阶段和复制阶段,上位包含关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:204:JVM:大对象:is_a:数组,JVM:大对象,JVM:数组,is_a,大对象,数组,对象与字符串相关实体,对象与字符串相关实体,0.752,"大对象是指需要大量连续内存空间的对象,如大数组",上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:208:JVM:对象头:is_a:初始化,JVM:对象头,JVM:初始化,is_a,对象头,初始化,对象与字符串相关实体,类加载过程实体,0.788,"初始化零值:内存分配完成后,虚拟机需要将分配到的内存空间都初始化为零值(不包括对象头),这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用,程序能访问到这些字段的数据类型所对应的零值",上位包含关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:214:JVM:常量:is_a:String,JVM:常量,JVM:String,is_a,常量,String,方法区与元数据相关实体,对象与字符串相关实体,0.688,"所以,如果abc这个字符串常量不存在,则创建两个对象,分别是abc这个字符串常量,以及new String这个实例对象",上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:215:JVM:常量:is_a:常量池,JVM:常量,JVM:常量池,is_a,常量,常量池,方法区与元数据相关实体,方法区与元数据相关实体,0.708,"常量池:存储类和接口中的常量,包括字面值常量、符号引用,以及运行时常量池",上位包含关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:219:JVM:常量池:is_a:加载,JVM:常量池,JVM:加载,is_a,常量池,加载,方法区与元数据相关实体,类加载过程实体,0.694,"类加载检查:虚拟机遇到一条 new 指令时,首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用,并且检查这个符号引用代表的类是否已被加载过、解析和初始化过",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:220:JVM:常量池:is_a:解析,JVM:常量池,JVM:解析,is_a,常量池,解析,方法区与元数据相关实体,类加载过程实体,0.68,"类加载检查:虚拟机遇到一条 new 指令时,首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用,并且检查这个符号引用代表的类是否已被加载过、解析和初始化过",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:224:JVM:并发标记:is_a:GC Roots,JVM:并发标记,JVM:GC Roots,is_a,并发标记,GC Roots,垃圾回收算法实体,垃圾回收核心概念实体,0.85,"并发标记阶段:并发标记阶段是指从GC Roots开始对堆中对象进行可达性分析,找出存活对象",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+evidence_weighted_relation_voting
edge:225:JVM:并发标记:is_a:STW,JVM:并发标记,JVM:STW,is_a,并发标记,STW,垃圾回收算法实体,垃圾回收核心概念实体,0.802,"并发标记耗时相对长很多,但因为不是STW,所以我们不太关心该阶段耗时的长短",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:226:JVM:并发标记:is_a:可达性分析,JVM:并发标记,JVM:可达性分析,is_a,并发标记,可达性分析,垃圾回收算法实体,垃圾回收核心概念实体,0.748,"并发标记阶段:并发标记阶段是指从GC Roots开始对堆中对象进行可达性分析,找出存活对象",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:227:JVM:并发标记:is_a:存活对象,JVM:并发标记,JVM:存活对象,is_a,并发标记,存活对象,垃圾回收算法实体,垃圾回收核心概念实体,0.7,"并发标记阶段:并发标记阶段是指从GC Roots开始对堆中对象进行可达性分析,找出存活对象",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:228:JVM:幻影引用:is_a:PhantomReference,JVM:幻影引用,JVM:PhantomReference,is_a,幻影引用,PhantomReference,引用类型实体,引用类型实体,0.782,"虚引用也被称作幻影引用,是最弱的引用关系,可以用PhantomReference来描述,他必须和ReferenceQueue一起使用,同样的当发生GC的时候,虚引用也会被回收",上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:230:JVM:弱引用:is_a:WeakReference,JVM:弱引用,JVM:WeakReference,is_a,弱引用,WeakReference,引用类型实体,引用类型实体,0.758,"在Java中,弱引用是通过Java.lang.ref.WeakReference类实现的",上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:231:JVM:弱引用:is_a:垃圾回收,JVM:弱引用,JVM:垃圾回收,is_a,弱引用,垃圾回收,引用类型实体,领域实体,0.772,"Java中的弱引用是一种引用类型,它不会阻止一个对象被垃圾回收",上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:232:JVM:弱引用:is_a:对象引用,JVM:弱引用,JVM:对象引用,is_a,弱引用,对象引用,引用类型实体,栈与栈帧相关实体,0.79,"弱引用的一个主要用途是创建非强制性的对象引用,这些引用可以在内存压力大时被垃圾回收器清理,从而避免内存泄露",上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:236:JVM:扩展类加载器:is_a:启动类加载器,JVM:扩展类加载器,JVM:启动类加载器,is_a,扩展类加载器,启动类加载器,领域实体,领域实体,0.752,"扩展类加载器由启动类加载器加载,并且父加载器就是启动类加载器",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:238:JVM:指令地址:is_a:程序计数器,JVM:指令地址,JVM:程序计数器,is_a,指令地址,程序计数器,线程与私有性相关实体,内存区域实体,0.76,"每个线程都有自己的程序计数器,因为它们各自执行的代码的指令地址是不一样的呀,所以每个线程都应该有自己的程序计数器",上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:239:JVM:指令地址:is_a:线程,JVM:指令地址,JVM:线程,is_a,指令地址,线程,线程与私有性相关实体,线程与私有性相关实体,0.794,"每个线程都有自己的程序计数器,因为它们各自执行的代码的指令地址是不一样的呀,所以每个线程都应该有自己的程序计数器",上下位关系,JVM.txt,全文,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:240:JVM:指针:is_a:直接引用,JVM:指针,JVM:直接引用,is_a,指针,直接引用,栈与栈帧相关实体,方法区与元数据相关实体,0.748,"直接引用可以是直接指向目标的指针、相对偏移量或是一个能间接定位到目标的句柄,直接引用是和虚拟机实现的内存布局相关的",上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:243:JVM:新生代:is_a:CMS,JVM:新生代,JVM:CMS,is_a,新生代,CMS,堆结构实体,垃圾回收器实体,0.832,标记-复制算法应用在CMS新生代(ParNew是CMS默认的新生代垃圾回收器)和G1垃圾回收器中,上下位关系,JVM.txt,使用ThreadLocal,JVM,relation_taxonomy_normalization+direction_normalization+duplicate_merge
