head,relation,tail,head_type,tail_type,evidence,pattern_name,source_file,confidence,method
新生代,is_a,Java 堆,堆结构实体,内存区域实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,上位包含关系,JVM.txt,0.812,rule_pattern_sentence_level
直接内存,is_a,本地内存,内存区域实体,内存区域实体,还有一部分内存叫直接内存，属于操作系统的本地内存，也是可以直接操作的,上下位关系,JVM.txt,0.812,rule_pattern_sentence_level
栈帧,used_for,局部变量表,栈与栈帧相关实体,栈与栈帧相关实体,每个方法在执行时都会创建一个栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,JVM.txt,0.81,rule_pattern_sentence_level
G1,is_a,新生代,垃圾回收器实体,堆结构实体,G1收集器收集范围是老年代和新生代,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
G1,is_a,线程,垃圾回收器实体,线程与私有性相关实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
Java 虚拟机,is_a,VerifyError,领域实体,异常与错误实体,验证（Verification），这是虚拟机安全的重要保障，JVM 需要核验字节信息是符合 Java 虚拟机规范的，否则就被认为是 VerifyError，这样就防止了恶意信息或者不合规的信息危害 JVM 的运行，验证阶段有可能触发更多 class 的加载,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
元空间,is_a,使用,内存区域实体,类加载过程实体,元空间并不在Java堆中，而是使用本地内存，这解决了永久代容易出现的内存溢出问题,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
内存泄漏,is_a,使用,领域实体,类加载过程实体,内存泄露：内存泄漏是指程序在运行过程中不再使用的对象仍然被引用，而无法被垃圾收集器回收，从而导致可用内存逐渐减少,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
内存碎片,causes,大对象,场景与问题实体,对象与字符串相关实体,大对象通常需要连续的内存空间，如果在新生代中频繁分配和回收大对象，容易产生内存碎片，导致后续分配大对象时可能因为内存不连续而失败,因果关系,JVM.txt,0.808,rule_pattern_sentence_level
方法区,is_a,静态变量,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
栈溢出,is_a,局部变量,场景与问题实体,栈与栈帧相关实体,当栈溢出时，通常是因为递归过深或局部变量过大,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
符号引用,is_a,解析,方法区与元数据相关实体,类加载过程实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
类加载,is_a,Class 对象,领域实体,类加载过程实体,一个类由哪个类加载器加载，这个信息是存储在Class对象里的,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
解析,is_a,符号引用,类加载过程实体,方法区与元数据相关实体,解析：解析阶段是虚拟机将常量池的「符号引用」直接替换为「直接引用」的过程,上下位关系,JVM.txt,0.808,rule_pattern_sentence_level
加载,is_a,Class 对象,类加载过程实体,类加载过程实体,一个类由哪个类加载器加载，这个信息是存储在Class对象里的,上下位关系,JVM.txt,0.806,rule_pattern_sentence_level
方法区,used_for,常量,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,用途关系,JVM.txt,0.806,rule_pattern_sentence_level
ThreadLocal,used_for,key,代码与容器实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,JVM.txt,0.804,rule_pattern_sentence_level
分代回收,is_a,新生代,垃圾回收核心概念实体,堆结构实体,分代回收算法：分代收集是将内存划分成了新生代和老年代,上下位关系,JVM.txt,0.802,rule_pattern_sentence_level
加载阶段,is_a,自定义类加载器,类加载过程实体,领域实体,加载阶段是用户参与的阶段，我们可以自定义类加载器，去实现自己的类加载过程,上下位关系,JVM.txt,0.802,rule_pattern_sentence_level
并发标记,is_a,STW,垃圾回收算法实体,垃圾回收核心概念实体,并发标记耗时相对长很多，但因为不是STW，所以我们不太关心该阶段耗时的长短,上下位关系,JVM.txt,0.802,rule_pattern_sentence_level
虚拟机栈,causes,栈溢出,内存区域实体,场景与问题实体,如果递归没有正确的终止条件，栈帧会不断累积，最终超过虚拟机栈的最大容量，导致栈溢出,因果关系,JVM.txt,0.802,rule_pattern_sentence_level
内存溢出,is_a,JVM,领域实体,领域实体,内存溢出：内存溢出是指Java虚拟机（JVM）在申请内存时，无法找到足够的内存，最终引发OutOfMemoryError,上下位关系,JVM.txt,0.8,rule_pattern_sentence_level
大对象,implemented_by,JVM,对象与字符串相关实体,领域实体,大对象区（Large Object Space / Humongous Objects）:在某些JVM实现中（如G1垃圾收集器），为大对象分配了专门的区域，称为大对象区或Humongous Objects区域,实现关系,JVM.txt,0.8,rule_pattern_sentence_level
弱引用可,used_for,使用,引用类型实体,类加载过程实体,对象池：在对象池中，弱引用可以用来管理那些暂时不使用的对象,用途关系,JVM.txt,0.8,rule_pattern_sentence_level
虚拟机栈,is_a,GC Roots,内存区域实体,垃圾回收核心概念实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,上位包含关系,JVM.txt,0.8,rule_pattern_sentence_level
new 指令,is_a,加载,对象与字符串相关实体,类加载过程实体,首先，我们看到这个代码中有一个new关键字，我们知道new指令是创建一个类的实例对象并完成加载初始化的，因此这个字符串对象是在运行期才能确定的，创建的字符串对象是在堆内存上,上下位关系,JVM.txt,0.796,rule_pattern_sentence_level
value,causes,内存泄漏,代码与容器实体,领域实体,如果当前线程迟迟不结束的话，这些key为null的Entry的value就会一直存在一条强引用链：Thread Ref -> Thread -> ThreaLocalMap -> Entry -> value永远无法回收，造成内存泄漏,因果关系,JVM.txt,0.796,rule_pattern_sentence_level
指令地址,is_a,线程,线程与私有性相关实体,线程与私有性相关实体,每个线程都有自己的程序计数器，因为它们各自执行的代码的指令地址是不一样的呀，所以每个线程都应该有自己的程序计数器,上下位关系,JVM.txt,0.794,rule_pattern_sentence_level
Java 堆,has_part,新生代,内存区域实体,堆结构实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,整体部分关系,JVM.txt,0.792,rule_pattern_sentence_level
Java 堆,is_a,JVM,内存区域实体,领域实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,上下位关系,JVM.txt,0.79,rule_pattern_sentence_level
加载,is_a,类加载,类加载过程实体,领域实体,这些类加载器之间的关系形成了双亲委派模型，其核心思想是当一个类加载器收到类加载的请求时，首先不会自己去尝试加载这个类，而是把这个请求委派给父类加载器去完成，每一层次的类加载器都是如此，因此所有的加载请求最终都应该传送到顶层的启动类加载器中,上下位关系,JVM.txt,0.79,rule_pattern_sentence_level
弱引用,is_a,对象引用,引用类型实体,栈与栈帧相关实体,弱引用的一个主要用途是创建非强制性的对象引用，这些引用可以在内存压力大时被垃圾回收器清理，从而避免内存泄露,上下位关系,JVM.txt,0.79,rule_pattern_sentence_level
新生代,is_a,线程,堆结构实体,线程与私有性相关实体,Serial收集器（复制算法): 新生代单线程收集器，标记和清理都是单线程，优点是简单高效,上下位关系,JVM.txt,0.79,rule_pattern_sentence_level
浮动垃圾,is_a,线程,垃圾回收核心概念实体,线程与私有性相关实体,而G1没有浮动垃圾，G1的筛选回收是多个垃圾回收线程并行gc的，没有浮动垃圾的回收，在执行‘并发清理’步骤时，用户线程也会同时产生一部分可回收对象，但是这部分可回收对象只能在下次执行清理是才会被回收,上下位关系,JVM.txt,0.79,rule_pattern_sentence_level
符号引用,is_a,初始化,方法区与元数据相关实体,类加载过程实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,JVM.txt,0.79,rule_pattern_sentence_level
Minor GC,is_a,gc,垃圾回收核心概念实体,领域实体,根据其作用范围和触发条件的不同，可以将GC分为三种类型：Minor GC（也称为Young GC）、Major GC（有时也称为Old GC）、以及Full GC,上位包含关系,JVM.txt,0.788,rule_pattern_sentence_level
使用,used_for,JVM,类加载过程实体,领域实体,使用弱引用来维护缓存，可以让JVM在需要更多内存时自动清理这些缓存对象,用途关系,JVM.txt,0.788,rule_pattern_sentence_level
使用,is_a,加载,类加载过程实体,类加载过程实体,使用委派模型的目的是避免重复加载 Java 类型,上下位关系,JVM.txt,0.788,rule_pattern_sentence_level
对象头,is_a,初始化,对象与字符串相关实体,类加载过程实体,初始化零值：内存分配完成后，虚拟机需要将分配到的内存空间都初始化为零值（不包括对象头），这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用，程序能访问到这些字段的数据类型所对应的零值,上位包含关系,JVM.txt,0.788,rule_pattern_sentence_level
方法区,used_for,静态变量,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,用途关系,JVM.txt,0.788,rule_pattern_sentence_level
老年代,is_a,Java 堆,堆结构实体,内存区域实体,此外，G1收集器不同于之前的收集器的一个重要特点是：G1回收的范围是整个Java堆(包括新生代，老年代)，而前六种收集器回收的范围仅限于新生代或老年代,上位包含关系,JVM.txt,0.788,rule_pattern_sentence_level
